educat_gr,act_st,mb01m_gr,hh_ident,anr,mb02,mc02a,me12a,father,me03,mb05,mb04,ved_st,mother,mb01a_gr,partner,mb01f_gr,me0908_1z,mb011a_gr,study_gr,objectid,age
2,1,LT,17447,2,2,2,3,,1,2,2,1,,LT,1,LT,5,LT,8,5032,53
1,3,00,17448,1,1,2,8,,8,1,2,1,,00,2,00,88,LT,8,5033,73
2,3,LT,17448,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5034,77
2,3,LT,17450,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5035,66
2,3,LT,17450,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5036,64
2,1,LT,17451,1,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,5037,63
3,1,LT,17451,2,1,2,3,,1,1,2,1,,LT,1,LT,5,LT,8,5038,62
2,3,LT,17452,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5039,76
2,6,LT,17453,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5040,41
2,1,LT,17453,2,1,2,3,,1,1,2,1,,LT,1,LT,3,LT,8,5041,37
8,8,88,17453,3,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,5042,12
8,8,88,17453,4,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,5043,4
1,5,LT,17454,1,1,1,8,,8,3,1,3,2,LT,,LT,88,LT,2,5044,18
3,1,LT,17454,2,2,2,3,,1,1,4,3,,LT,,LT,3,LT,8,5045,58
3,3,LT,17455,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5046,72
2,3,LT,17455,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5047,70
2,3,LT,17457,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5048,69
2,3,LT,17457,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5049,67
2,5,LT,17458,1,2,1,8,,8,2,2,1,,LT,2,LT,88,LT,3,5050,26
3,1,LT,17458,2,1,2,3,,1,1,2,1,,LT,1,LT,1,LT,8,5051,29
8,8,88,17458,3,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,5052,1
2,3,LT,17459,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5053,79
2,3,00,17459,2,1,2,8,,8,2,2,1,,00,1,00,88,00,8,5054,82
2,4,LT,17465,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5055,61
3,3,LT,17465,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5056,68
2,3,LT,17466,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5057,84
1,3,LT,17466,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5058,88
2,1,LT,17468,1,1,2,2,,8,1,2,1,2,LT,3,LT,5,LT,8,5059,55
1,3,LT,17468,2,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,5060,83
2,1,LT,17468,3,2,2,3,,1,2,2,1,,LT,1,LT,7,LT,8,5061,50
2,1,LT,17469,1,1,2,3,,1,1,2,1,,LT,2,LT,8,LT,8,5062,65
3,1,LT,17469,2,2,2,3,,1,2,2,1,,LT,1,LT,1,LT,8,5063,62
3,1,LT,17471,2,1,2,3,,1,2,2,1,,LT,3,LT,7,LT,8,5064,54
3,1,LT,17471,3,2,2,3,,1,1,2,1,,LT,2,LT,4,LT,8,5065,52
3,3,LT,17473,1,1,2,8,,8,2,4,2,,LT,2,99,88,LT,8,5066,64
2,3,LT,17473,2,2,2,8,,8,1,3,2,,LT,1,LT,88,LT,8,5067,67
1,3,LT,17474,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5068,79
2,3,LT,17478,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5069,79
1,3,LT,17481,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5070,83
1,3,LT,17481,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5071,84
2,3,LT,17482,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5072,67
3,3,LT,17482,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5073,64
2,3,LT,17484,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5074,72
2,3,LT,17484,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5075,72
3,3,LT,17486,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5076,83
3,3,LT,17487,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5077,63
2,4,LT,17489,1,1,2,8,,8,1,2,3,,00,,LT,88,LT,8,5078,55
2,3,LT,17490,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5079,77
3,2,LT,17491,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5080,53
2,6,LT,17491,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5081,57
3,3,LT,17492,1,1,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5082,82
2,3,LT,17493,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5083,64
3,1,LT,17493,2,1,2,3,,1,1,2,1,,LT,1,LT,3,LT,8,5084,65
1,5,00,17494,1,2,1,8,,8,5,1,3,2,LT,,99,88,LT,2,5085,18
2,1,00,17494,2,2,2,3,,1,4,4,3,,00,,LT,,LT,8,5086,50
2,1,00,17494,3,2,2,3,,1,1,1,3,2,LT,,99,8,LT,8,5087,21
1,1,LT,17495,1,2,2,3,,1,1,1,3,,LT,,LT,,LT,8,5088,57
3,3,LT,17496,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5089,79
3,3,LT,17496,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5090,81
3,1,LT,17498,1,2,2,3,,1,2,2,1,,LT,2,LT,1,LT,8,5091,33
2,1,LT,17498,2,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,5092,34
8,8,88,17498,3,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,5093,11
8,8,88,17498,4,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,5094,0
1,5,LT,17498,5,1,1,8,2,8,3,1,3,1,LT,,LT,88,LT,1,5095,15
2,3,LT,17499,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5096,84
2,3,LT,17499,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5097,77
2,1,LT,17500,1,2,2,3,,1,2,2,1,,LT,2,LT,4,LT,8,5098,36
2,1,LT,17500,2,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,5099,38
1,5,LT,17500,3,1,1,8,2,8,3,1,3,1,LT,,LT,88,LT,1,5100,16
8,8,88,17500,4,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,5101,9
2,4,LT,17501,1,2,2,8,,8,1,2,3,,LT,,LT,88,LT,8,5102,58
3,1,LT,17502,1,2,2,3,,1,1,4,3,,LT,,LT,2,LT,8,5103,58
3,1,LT,17503,1,2,2,3,,1,1,4,3,,LT,,LT,2,LT,8,5104,68
2,3,LT,17505,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5105,78
2,1,LT,17509,1,2,2,3,,1,1,4,3,,LT,,LT,5,LT,8,5106,45
8,8,88,17509,3,2,8,8,,8,3,1,8,1,88,,88,88,88,8,5107,10
3,1,LT,17512,1,1,2,3,,1,1,2,1,,LT,2,LT,7,LT,8,5108,37
2,6,00,17512,2,2,2,8,,8,2,2,1,,LT,1,00,88,00,8,5109,38
8,8,88,17512,3,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,5110,2
8,8,88,17512,4,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,5111,1
2,6,LT,17514,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5112,54
2,1,LT,17514,2,2,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,5113,51
2,3,LT,17515,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5114,72
2,1,LT,17520,1,2,2,3,,1,1,2,3,,LT,,LT,4,LT,8,5115,56
1,3,00,17523,1,1,2,8,,8,1,4,3,,00,,00,88,LT,8,5116,72
2,3,LT,17524,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5117,74
1,3,LT,17524,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5118,72
2,5,LT,17526,1,2,1,8,,8,1,1,3,,LT,,LT,88,LT,2,5119,32
8,8,88,17526,4,2,8,8,,8,3,1,8,1,88,,88,88,88,8,5120,12
3,1,LT,17532,1,2,2,3,,1,1,4,3,,LT,,LT,2,LT,8,5121,32
8,8,88,17532,3,1,8,8,,8,3,1,8,1,88,,88,88,88,8,5122,10
8,8,88,17532,4,1,8,8,,8,3,1,8,1,88,,88,88,88,8,5123,1
2,3,LT,17534,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5124,79
3,3,00,17540,1,2,2,8,,8,1,3,3,,00,,00,88,LT,8,5125,82
2,2,LT,17542,1,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,5126,54
2,3,LT,17544,3,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5127,84
2,1,LT,17547,1,2,2,3,,1,1,4,3,,LT,,LT,7,LT,8,5128,54
3,2,LT,17547,2,1,2,8,,8,3,1,3,1,LT,,LT,88,LT,8,5129,23
3,3,LT,17549,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,5130,70
3,3,LT,17551,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,5131,67
3,1,LT,17555,1,2,2,3,,1,1,4,3,,LT,,LT,2,LT,8,5132,56
2,1,LT,17556,1,1,2,3,,1,1,2,3,,LT,,LT,,LT,8,5133,29
2,4,LT,17557,1,1,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5134,57
2,3,LT,17558,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5135,70
2,1,LT,17560,1,2,2,3,,1,2,2,1,,LT,2,LT,8,LT,8,5136,61
3,1,LT,17560,2,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,5137,64
3,3,LT,17561,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,5138,81
2,1,LT,17562,1,1,2,3,2,1,3,1,3,3,LT,,LT,5,LT,8,5139,23
2,2,LT,17562,2,1,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,5140,61
2,1,LT,17562,3,2,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,5141,58
3,1,LT,17563,1,1,2,3,,1,1,4,3,,LT,,LT,2,LT,8,5142,44
3,3,LT,17565,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,5143,73
2,3,LT,17568,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5144,79
1,3,LT,17568,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5145,80
2,3,LT,17570,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5146,78
1,3,LT,17570,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5147,75
2,1,LT,17573,1,1,2,3,,1,1,1,3,,LT,,LT,8,LT,8,5148,43
1,3,LT,17574,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5149,79
3,3,LT,17575,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5150,65
2,1,00,17575,2,1,2,3,,1,1,2,1,,00,1,00,8,LT,8,5151,66
2,3,LT,17581,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5152,79
2,3,LT,17582,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5153,80
3,3,LT,17582,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5154,75
2,1,LT,17583,3,1,2,3,,1,1,2,1,,LT,5,LT,7,LT,8,5155,31
8,8,88,17583,4,2,8,8,3,8,3,1,8,5,88,,88,88,88,8,5156,5
2,1,LT,17583,5,2,2,3,,1,2,2,1,,LT,3,LT,7,LT,8,5157,29
8,8,88,17583,6,2,8,8,3,8,3,1,8,5,88,,88,88,88,8,5158,9
2,2,LT,17584,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5159,62
3,1,LT,17584,2,2,2,3,,1,2,2,1,,LT,1,LT,2,LT,8,5160,62
2,1,LT,17585,1,1,2,3,,1,1,2,1,,LT,2,LT,7,LT,8,5161,61
2,1,LT,17585,2,2,2,3,,1,2,2,1,,LT,1,LT,5,LT,8,5162,60
2,1,LT,17586,2,1,2,3,,1,1,1,3,,LT,,LT,7,LT,8,5163,29
3,1,LT,17589,1,2,2,3,,1,1,2,3,,LT,,LT,1,LT,8,5164,49
8,8,88,17589,2,2,8,8,,8,3,1,8,1,88,,88,88,88,8,5165,14
8,8,88,17589,3,1,8,8,,8,3,1,8,1,88,,88,88,88,8,5166,11
8,8,88,17589,4,2,8,8,,8,3,1,8,1,88,,88,88,88,8,5167,10
1,3,LT,17593,1,1,2,8,,8,1,2,1,,LT,2,00,88,LT,8,5168,84
2,3,LT,17593,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5169,80
1,3,LT,17594,1,1,2,8,,8,1,2,3,,00,,LT,88,LT,8,5170,70
1,3,LT,17596,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5171,73
1,3,LT,17596,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5172,73
2,5,LT,17601,1,2,1,8,,8,2,2,1,,LT,2,LT,88,LT,3,5173,51
2,1,LT,17601,2,1,2,1,,8,1,2,1,,00,1,00,7,LT,8,5174,48
1,5,LT,17601,4,2,1,8,2,8,3,1,3,1,LT,,00,88,LT,1,5175,16
2,4,LT,17607,1,2,2,8,2,8,3,2,1,,LT,3,LT,88,LT,8,5176,46
1,3,LT,17607,2,1,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5177,83
2,1,LT,17607,3,1,2,3,,1,5,2,1,,LT,1,LT,,LT,8,5178,45
1,5,LT,17607,4,1,1,8,3,8,5,1,3,1,LT,,LT,88,LT,1,5179,16
8,8,88,17607,5,1,8,8,3,8,5,1,8,1,88,,88,88,88,8,5180,13
2,4,LT,17610,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5181,55
3,1,LT,17610,2,1,2,3,,1,1,2,1,,LT,1,LT,3,LT,8,5182,55
2,1,LT,17614,1,1,2,2,,8,1,2,1,,LT,2,LT,8,LT,8,5183,46
3,1,LT,17614,2,2,2,2,,8,2,2,1,,LT,1,LT,5,LT,8,5184,40
1,5,LT,17614,3,1,1,8,1,8,3,1,3,2,LT,,LT,88,LT,1,5185,16
1,5,LT,17614,4,2,1,8,1,8,3,1,3,2,LT,,LT,88,LT,1,5186,15
2,3,LT,17623,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5187,82
2,3,LT,17630,1,1,2,8,,8,1,2,3,,LT,,LT,88,LT,8,5188,76
3,3,00,17632,1,2,2,8,,8,4,3,3,,00,,00,88,LT,8,5189,82
3,2,00,17632,2,1,2,8,,8,2,1,2,1,LT,3,LT,88,LT,8,5190,55
3,1,LT,17632,3,2,2,1,,8,1,1,2,,LT,2,LT,1,LT,8,5191,52
3,1,LT,17633,1,2,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,5192,56
2,1,LT,17633,2,1,2,3,,1,2,2,1,,LT,1,LT,8,LT,8,5193,55
1,5,LT,17633,4,2,1,8,2,8,3,1,3,1,LT,,LT,88,LT,2,5194,18
2,3,LT,17634,1,2,2,8,,8,1,1,3,,LT,,00,88,LT,8,5195,65
2,3,LT,17636,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5196,70
2,3,LT,17636,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5197,66
3,6,LT,17638,7,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,5198,34
1,3,LT,17639,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5199,82
2,3,LT,17647,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5200,68
2,1,LT,17648,1,2,2,3,,1,1,3,3,,LT,,LT,,LT,8,5201,44
3,1,LT,17649,1,2,2,3,,1,1,3,3,,LT,,LT,3,LT,8,5202,65
3,1,LT,17650,1,1,2,3,,1,1,2,1,,LT,2,LT,3,LT,8,5203,45
3,1,LT,17650,2,2,2,3,,1,2,2,1,,LT,1,LT,2,LT,8,5204,56
2,3,LT,17651,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5205,79
2,1,LT,17652,1,2,2,3,,1,1,4,3,,LT,,LT,1,LT,8,5206,59
2,3,LT,17653,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5207,80
2,3,LT,17653,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5208,73
2,3,LT,17654,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5209,84
1,4,LT,17655,1,1,2,8,,8,5,1,3,,LT,,LT,88,LT,8,5210,50
2,3,LT,17655,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5211,66
1,3,LT,17657,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5212,83
2,3,LT,17658,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5213,66
3,1,LT,17658,2,2,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,5214,62
3,1,LT,17659,1,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,5215,62
3,1,LT,17659,2,1,2,3,,1,1,2,1,,LT,1,LT,1,LT,8,5216,62
2,2,LT,17660,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,5217,61
3,1,LT,17662,1,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,5218,35
3,1,LT,17662,2,1,2,1,,8,1,2,1,,LT,1,LT,1,LT,8,5219,36
8,8,88,17662,3,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,5220,5
8,8,88,17662,4,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,5221,4
3,3,LT,17664,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5222,81
3,1,LT,17665,2,2,2,3,,1,1,2,3,,00,,LT,2,LT,8,5223,56
1,3,LT,17666,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5224,80
3,1,00,17668,1,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,5225,55
3,1,LT,17668,2,1,2,3,,1,1,2,1,,LT,1,LT,1,LT,8,5226,53
2,1,LT,17671,1,2,2,3,,1,1,3,3,,LT,,LT,,LT,8,5227,69
2,1,LT,17674,2,1,2,3,,1,1,2,1,,LT,3,LT,7,LT,8,5228,50
2,1,LT,17674,3,2,2,3,,1,2,2,1,,LT,2,LT,7,LT,8,5229,49
1,5,LT,17674,5,1,1,8,2,8,3,1,3,3,LT,,LT,88,LT,2,5230,18
2,3,00,17676,1,1,2,8,,8,1,2,1,,LT,2,00,88,LT,8,5231,68
3,3,LT,17676,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5232,66
1,1,LT,17677,1,2,2,3,,1,2,1,2,,LT,2,LT,2,LT,8,5233,29
2,1,LT,17677,2,1,2,3,,1,1,1,2,,LT,1,LT,8,LT,8,5234,30
8,8,88,17677,3,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,5235,4
2,4,LT,17678,1,2,2,8,,8,3,1,3,2,LT,,LT,88,LT,8,5236,33
2,1,LT,17678,2,2,2,3,,1,1,4,3,,LT,,LT,3,LT,8,5237,57
3,3,LT,17679,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5238,83
2,3,LT,17679,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5239,78
2,3,LT,17680,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,5240,78
2,3,LT,17681,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,5241,66
2,1,LT,17684,1,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,5242,42
2,1,LT,17684,2,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,5243,37
1,5,LT,17684,4,2,1,8,2,8,3,1,3,1,LT,,LT,88,LT,1,5244,16
8,8,88,17684,5,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,5245,13
8,8,88,17684,6,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,5246,7
8,8,88,17684,7,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,5247,3
3,4,LT,17685,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,5248,54
2,2,LT,17686,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5249,32
1,6,LT,17686,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5250,27
8,8,88,17686,3,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,5251,9
8,8,88,17686,4,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,5252,7
8,8,88,17686,5,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,5253,3
3,1,00,17688,1,2,2,3,,1,2,2,1,,00,2,00,3,LT,8,5254,57
2,1,LT,17688,2,1,2,3,,1,1,2,1,,00,1,00,8,LT,8,5255,56
1,5,00,17688,3,2,1,8,2,8,3,1,3,1,LT,,00,88,LT,1,5256,15
2,3,LT,17689,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,5257,74
1,3,LT,17695,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,5258,79
2,1,LT,17696,1,1,2,3,,1,1,3,3,,LT,,LT,,LT,8,5259,63
3,2,LT,17697,1,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,5260,45
2,3,LT,17698,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,5261,73
2,3,LT,17701,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5262,72
2,3,LT,17705,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5263,64
2,3,LT,17705,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5264,67
3,3,LT,17706,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5265,80
1,3,LT,17706,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5266,80
3,3,LT,17707,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5267,68
2,3,LT,17707,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5268,71
2,1,LT,17708,1,2,2,3,,1,1,2,3,,LT,,LT,,LT,8,5269,51
3,3,LT,17709,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5270,74
2,3,00,17710,1,2,2,8,,8,1,2,1,,00,2,00,88,LT,8,5271,83
1,3,LT,17710,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5272,85
2,6,LT,17712,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,5273,40
1,5,LT,17712,2,2,1,8,,8,3,1,3,1,LT,,LT,88,LT,1,5274,16
8,8,88,17712,3,2,8,8,,8,3,1,8,1,88,,88,88,88,8,5275,9
8,8,88,17712,4,2,8,8,,8,3,1,8,1,88,,88,88,88,8,5276,3
8,8,88,17712,5,1,8,8,,8,3,1,8,1,88,,88,88,88,8,5277,12
3,3,LT,17713,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,5278,78
2,1,LT,17714,1,2,2,3,,1,1,1,3,,LT,,LT,2,LT,8,5279,65
2,3,LT,17715,1,1,2,8,,8,1,2,3,,LT,,LT,88,LT,8,5280,77
2,3,LT,17717,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5281,75
1,5,LT,17720,1,2,1,8,2,8,3,1,3,3,LT,,LT,88,LT,2,5282,18
2,1,LT,17720,2,1,2,3,,1,1,2,1,,LT,3,LT,7,LT,8,5283,56
2,2,LT,17720,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5284,51
8,8,88,17720,4,1,8,8,2,8,3,1,8,3,88,,88,88,88,8,5285,13
3,1,LT,17721,1,2,2,3,,2,1,2,3,,LT,,LT,2,LT,8,5286,33
8,8,88,17721,2,2,8,8,,8,3,1,8,1,88,,88,88,88,8,5287,6
8,8,88,17721,3,2,8,8,,8,3,1,8,1,88,,88,88,88,8,5288,4
1,2,LT,17722,1,2,2,8,,8,3,1,3,2,LT,,LT,88,LT,8,5289,18
2,1,LT,17722,2,2,2,2,,8,1,1,3,,LT,,LT,5,LT,8,5290,37
8,8,88,17722,3,1,8,8,,8,3,1,8,2,88,,88,88,88,8,5291,8
2,3,LT,17723,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5292,77
2,3,LT,17723,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5293,83
3,3,LT,17724,1,1,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5294,79
2,1,LT,17725,1,2,2,3,,1,1,1,3,,LT,,LT,2,LT,8,5295,71
1,3,LT,17726,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5296,84
2,1,LT,17727,1,1,2,3,,1,1,2,1,,LT,2,LT,8,LT,8,5297,47
2,2,LT,17727,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5298,46
8,8,88,17727,3,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,5299,14
2,2,LT,17727,4,1,2,8,1,8,3,1,3,2,LT,,LT,88,LT,8,5300,25
3,3,00,17728,1,2,2,8,,8,1,4,3,,00,,00,88,LT,8,5301,81
1,1,LT,17729,1,1,2,2,,8,1,4,3,,LT,,LT,7,LT,8,5302,45
2,1,LT,17730,2,2,2,3,,1,4,1,3,,LT,,LT,5,LT,8,5303,44
3,1,LT,17730,3,2,2,2,,8,1,1,3,2,LT,,LT,5,LT,8,5304,23
8,8,88,17730,4,2,8,8,,8,3,1,8,3,88,,88,88,88,8,5305,3
3,3,LT,17732,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5306,75
2,3,LT,17733,1,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,5307,81
2,1,LT,17735,1,2,2,3,,1,1,1,3,,LT,,LT,4,LT,8,5308,62
2,1,LT,17736,1,2,2,3,,1,1,2,3,,LT,,LT,5,LT,8,5309,62
2,5,LT,17737,1,2,1,8,,8,3,1,3,2,LT,,LT,88,LT,2,5310,20
2,2,LT,17737,2,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,5311,49
2,3,LT,17738,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,5312,68
1,2,00,17741,1,1,2,8,,8,3,1,3,2,LT,,LT,88,LT,8,5313,40
2,3,00,17741,2,2,2,8,,8,1,3,3,,00,,00,88,LT,8,5314,66
2,5,LT,17742,1,2,1,8,,8,3,1,3,2,LT,,LT,88,LT,3,5315,21
2,1,LT,17742,2,2,2,3,,1,1,4,3,,LT,,LT,6,LT,8,5316,41
1,5,LT,17742,3,1,1,8,,8,3,1,3,2,LT,,LT,88,LT,2,5317,17
2,1,LT,17746,1,1,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,5318,50
2,1,LT,17746,2,2,2,3,,1,2,2,1,,LT,1,LT,,LT,8,5319,47
8,8,88,17746,4,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,5320,12
2,3,LT,17747,1,1,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,5321,78
3,3,LT,17747,3,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5322,67
2,3,LT,17750,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,5323,77
2,1,LT,17751,2,1,2,3,,1,2,2,1,,LT,3,LT,5,LT,8,5324,62
3,1,LT,17751,3,2,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,5325,62
2,3,LT,17752,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5326,77
