educat_gr,act_st,mb01m_gr,hh_ident,anr,mb02,mc02a,me12a,father,me03,mb05,mb04,ved_st,mother,mb01a_gr,partner,mb01f_gr,me0908_1z,mb011a_gr,study_gr,objectid,age
3,1,LT,16994,1,1,2,2,,8,1,1,3,,LT,,LT,2,LT,8,4738,57
3,1,00,17001,1,1,2,3,,2,1,2,1,,LT,2,LT,2,LT,8,4739,37
3,1,LT,17001,2,2,2,3,,2,2,2,1,,LT,1,LT,2,LT,8,4740,36
8,8,88,17001,3,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,4741,9
3,2,LT,17002,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,4742,33
2,1,LT,17002,2,1,2,3,,1,1,2,1,,LT,1,LT,3,LT,8,4743,46
8,8,88,17002,3,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,4744,12
8,8,88,17002,4,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,4745,9
2,3,00,17004,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4746,84
2,2,LT,17004,2,1,2,8,,8,3,1,3,1,LT,,00,88,LT,8,4747,50
2,1,LT,17007,1,1,2,3,,1,3,1,3,3,LT,,LT,7,LT,8,4748,47
2,3,LT,17007,3,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4749,67
2,3,LT,17010,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4750,80
3,1,LT,17018,1,1,2,3,,1,1,2,1,,LT,4,LT,1,LT,8,4751,42
3,1,LT,17018,4,2,2,2,,8,2,2,1,,LT,1,LT,5,LT,8,4752,41
8,8,88,17018,6,2,8,8,1,8,3,1,8,4,88,,88,88,88,8,4753,14
3,1,LT,17021,1,2,2,3,,1,1,1,3,,LT,,LT,2,LT,8,4754,35
8,8,88,17021,2,2,8,8,,8,3,1,8,1,88,,88,88,88,8,4755,0
3,2,LT,17022,2,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,4756,29
3,1,LT,17029,1,1,2,3,,1,1,2,1,,LT,3,LT,3,LT,8,4757,44
3,1,LT,17029,3,2,1,3,,1,2,2,1,,LT,1,LT,3,LT,3,4758,42
8,8,88,17029,4,1,8,8,1,8,3,1,8,3,88,,88,88,88,8,4759,11
2,3,LT,17031,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4760,82
3,1,LT,17032,1,2,2,2,,8,2,2,1,,LT,2,LT,1,LT,8,4761,53
3,1,LT,17032,2,1,2,3,,1,1,2,1,,LT,1,LT,1,LT,8,4762,53
2,1,LT,17032,3,1,2,3,2,1,3,1,3,1,LT,,LT,7,LT,8,4763,27
3,1,LT,17033,1,2,1,3,,1,1,1,3,2,LT,,LT,2,LT,3,4764,28
3,3,LT,17033,2,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,4765,70
2,1,LT,17036,1,1,2,3,,1,1,4,3,,LT,,LT,5,LT,8,4766,59
1,3,LT,17040,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4767,74
2,1,LT,17043,1,2,2,3,,1,1,1,3,,LT,,LT,2,LT,8,4768,67
3,1,LT,17046,1,1,2,3,,1,1,1,3,,LT,,LT,3,LT,8,4769,32
3,1,LT,17054,2,1,2,3,,1,1,4,3,,LT,,LT,1,LT,8,4770,33
1,3,LT,17056,1,1,2,8,,8,1,2,1,,LT,3,LT,88,LT,8,4771,79
2,6,LT,17056,2,1,2,8,1,8,3,1,3,3,LT,,LT,88,LT,8,4772,51
1,3,LT,17056,3,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4773,78
2,1,LT,17058,1,2,2,3,,1,1,4,3,,LT,,LT,2,LT,8,4774,63
2,3,LT,17061,1,2,2,8,,8,1,2,1,,00,2,00,88,LT,8,4775,61
2,6,00,17061,2,1,2,8,,8,2,2,1,,LT,1,00,88,LT,8,4776,59
3,3,00,17064,1,2,2,8,,8,1,3,3,,00,,00,88,LT,8,4777,81
2,2,LT,17066,2,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4778,54
2,3,00,17073,1,2,2,8,,8,1,1,3,,00,,00,88,LT,8,4779,79
2,6,LT,17074,1,2,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,4780,35
2,1,LT,17074,3,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,4781,36
8,8,88,17074,4,2,8,8,3,8,3,1,8,1,88,,88,88,88,8,4782,5
3,3,LT,17085,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4783,74
3,1,LT,17090,1,1,2,3,,2,1,2,1,,LT,2,LT,3,LT,8,4784,64
3,1,LT,17090,2,2,2,3,,1,2,2,1,,LT,1,LT,1,LT,8,4785,65
3,1,LT,17093,1,2,2,3,,1,1,4,3,,LT,,LT,1,00,8,4786,49
3,1,LT,17095,1,2,2,3,,1,2,2,1,,LT,2,LT,4,LT,8,4787,57
2,1,LT,17095,2,1,2,3,,1,1,2,1,,LT,1,LT,5,LT,8,4788,56
2,1,LT,17096,1,2,2,3,,1,1,2,1,,LT,2,LT,,LT,8,4789,64
3,3,LT,17096,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4790,68
2,1,LT,17098,1,1,2,3,,1,1,2,1,,LT,2,LT,7,LT,8,4791,43
2,1,LT,17098,2,2,2,3,,1,2,2,1,,LT,1,LT,5,LT,8,4792,44
8,8,88,17098,3,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,4793,12
2,1,LT,17106,2,2,2,3,,1,2,2,1,,LT,3,LT,2,LT,8,4794,63
2,1,LT,17106,3,1,2,3,,1,1,2,1,,LT,2,LT,7,LT,8,4795,63
3,3,LT,17112,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,4796,80
1,3,LT,17112,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4797,77
3,1,LT,17114,1,2,2,2,,8,1,2,3,,LT,,LT,5,LT,8,4798,33
3,3,LT,17117,2,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4799,74
3,3,LT,17123,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4800,72
3,1,LT,17125,1,2,2,3,,1,1,1,3,,LT,,LT,2,LT,8,4801,24
1,3,00,17126,1,2,2,8,,8,1,4,3,,00,,00,88,LT,8,4802,82
2,6,00,17126,2,2,2,8,,8,3,2,3,1,LT,,LT,88,LT,8,4803,62
1,3,LT,17129,1,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,4804,82
3,1,LT,17132,1,1,2,3,,2,1,2,1,,LT,2,LT,2,LT,8,4805,47
3,1,LT,17132,2,2,2,3,,1,2,2,1,,LT,1,LT,2,LT,8,4806,37
8,8,88,17132,3,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,4807,9
8,8,88,17132,4,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,4808,5
1,5,LT,17132,5,1,1,8,1,8,3,1,3,2,LT,,99,88,LT,1,4809,16
2,3,LT,17135,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4810,74
3,1,LT,17140,1,2,2,3,,1,1,1,2,,LT,2,LT,2,LT,8,4811,29
3,1,LT,17140,2,1,2,3,,1,2,1,2,,LT,1,LT,2,LT,8,4812,32
2,6,LT,17143,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4813,63
3,1,LT,17145,1,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,4814,59
3,1,LT,17145,2,1,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,4815,59
2,3,LT,17148,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,4816,67
3,3,LT,17148,2,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,4817,64
3,3,LT,17154,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4818,80
2,4,LT,17155,1,2,2,8,,8,1,1,3,2,LT,,LT,88,LT,8,4819,41
2,3,LT,17155,2,2,2,8,,8,4,4,3,,LT,,LT,88,LT,8,4820,64
8,8,88,17155,3,1,8,8,,8,3,1,8,1,88,,88,88,88,8,4821,13
3,3,LT,17157,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,4822,66
3,1,LT,17157,2,1,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,4823,67
3,1,LT,17159,3,2,2,3,,1,2,2,1,,LT,5,LT,3,LT,8,4824,27
2,1,LT,17159,5,1,2,2,,8,1,2,1,,LT,3,LT,1,LT,8,4825,37
8,8,88,17159,6,2,8,8,5,8,3,1,8,3,88,,88,88,88,8,4826,0
2,3,LT,17161,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4827,76
2,1,LT,17162,1,2,2,3,,1,1,3,3,,LT,,LT,7,LT,8,4828,60
3,1,LT,17166,1,1,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,4829,61
3,2,LT,17166,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4830,60
1,3,LT,17168,1,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,4831,73
2,1,LT,17176,1,1,2,3,,1,1,2,1,,LT,2,LT,7,LT,8,4832,69
3,3,LT,17176,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4833,78
2,3,LT,17179,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,4834,81
2,3,LT,17179,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,4835,84
1,3,LT,17186,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4836,82
3,3,LT,17189,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,4837,69
3,3,LT,17189,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4838,69
2,1,LT,17192,1,2,2,3,,1,1,2,1,,LT,2,LT,8,LT,8,4839,51
2,4,LT,17192,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4840,52
2,3,LT,17193,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,4841,78
1,3,LT,17193,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4842,80
2,3,LT,17194,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4843,69
3,3,LT,17195,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,4844,79
3,3,LT,17195,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4845,83
1,3,LT,17197,2,2,2,8,,8,1,3,3,,00,,99,88,LT,8,4846,89
3,1,LT,17200,1,2,2,3,,1,1,4,3,,LT,,LT,2,LT,8,4847,51
2,3,LT,17201,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4848,80
2,1,LT,17204,1,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,4849,60
2,1,LT,17204,2,1,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,4850,62
2,4,LT,17204,7,2,2,8,2,8,3,1,3,1,LT,,LT,88,LT,8,4851,31
3,1,LT,17206,1,1,2,3,,1,1,2,1,,LT,2,00,1,LT,8,4852,43
3,1,LT,17206,2,2,1,3,,1,2,2,1,,LT,1,LT,1,LT,3,4853,35
8,8,88,17206,3,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,4854,9
8,8,88,17206,4,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,4855,8
3,1,LT,17208,1,2,2,3,,1,1,2,3,,LT,,LT,2,LT,8,4856,27
8,8,88,17208,2,2,8,8,,8,3,1,8,1,88,,88,88,88,8,4857,4
3,3,LT,17212,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4858,79
3,5,LT,17213,1,1,1,8,,8,1,1,3,,LT,,LT,88,LT,3,4859,32
2,3,LT,17215,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,4860,80
2,3,LT,17215,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4861,78
2,3,LT,17217,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4862,68
3,3,LT,17218,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,4863,82
3,3,LT,17218,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4864,82
1,3,LT,17219,2,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4865,84
3,6,LT,17225,1,2,2,8,,8,3,1,3,2,LT,,LT,88,LT,8,4866,50
3,3,LT,17225,2,2,2,8,,8,1,4,3,,LT,,99,88,LT,8,4867,78
2,4,LT,17227,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4868,58
1,5,LT,17227,3,2,1,8,,8,3,1,3,1,LT,,LT,88,LT,1,4869,15
2,1,LT,17229,1,2,2,3,,1,1,4,3,,LT,,LT,,LT,8,4870,60
3,1,LT,17230,1,2,2,3,,1,1,2,1,,LT,2,LT,3,LT,8,4871,57
2,1,LT,17230,2,1,2,3,,1,2,2,1,,LT,1,LT,5,LT,8,4872,59
2,2,LT,17232,2,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4873,62
1,3,LT,17233,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4874,75
2,3,00,17235,1,2,2,8,,8,1,4,3,,00,,00,88,LT,8,4875,82
2,1,LT,17238,1,2,2,3,,1,2,2,1,,LT,2,LT,3,LT,8,4876,61
2,1,LT,17238,2,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,4877,61
3,1,LT,17243,1,2,2,3,,1,1,4,3,,LT,,LT,2,LT,8,4878,48
2,3,00,17246,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4879,78
3,3,LT,17248,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4880,72
3,1,LT,17249,1,1,2,2,,8,2,1,2,,LT,2,LT,1,LT,8,4881,53
2,3,00,17249,2,2,2,8,,8,1,4,2,,00,1,00,88,00,8,4882,68
3,1,LT,17251,1,2,2,3,,1,2,2,1,,LT,4,LT,2,LT,8,4883,39
8,8,88,17251,2,1,8,8,4,8,3,1,8,1,88,,88,88,88,8,4884,13
8,8,88,17251,3,2,8,8,4,8,3,1,8,1,88,,88,88,88,8,4885,0
3,1,LT,17251,4,1,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,4886,42
3,1,LT,17252,1,1,2,3,,1,1,2,1,,LT,2,LT,1,LT,8,4887,47
2,1,LT,17252,2,2,2,3,,1,2,2,1,,LT,1,LT,5,LT,8,4888,48
2,5,LT,17252,4,1,1,8,1,8,3,1,3,2,LT,,LT,88,LT,3,4889,20
2,6,LT,17253,1,1,2,8,2,8,3,1,3,5,LT,,LT,88,LT,8,4890,19
2,1,LT,17253,2,1,2,3,,1,1,2,1,,LT,5,LT,7,LT,8,4891,49
2,2,LT,17253,5,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,4892,58
3,1,LT,17256,1,2,2,3,,1,1,2,1,,LT,2,LT,5,LT,8,4893,50
2,1,LT,17256,2,1,2,3,,1,2,2,1,,LT,1,LT,7,LT,8,4894,52
1,5,LT,17256,3,1,1,8,2,8,3,1,3,1,LT,,LT,88,LT,1,4895,16
2,3,LT,17257,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4896,68
2,3,LT,17258,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,4897,78
2,3,LT,17258,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4898,78
2,3,LT,17259,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4899,70
3,1,LT,17261,1,1,2,3,,1,1,2,1,,00,2,LT,2,LT,8,4900,51
3,1,LT,17261,2,2,2,3,,1,2,2,1,,LT,1,LT,2,LT,8,4901,43
8,8,88,17261,3,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,4902,14
8,8,88,17261,4,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,4903,3
1,5,LT,17261,5,1,1,8,1,8,3,1,3,2,LT,,LT,88,LT,2,4904,18
3,1,LT,17264,1,1,2,3,,1,1,4,3,,LT,,LT,2,LT,8,4905,48
2,3,LT,17265,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4906,71
2,3,LT,17266,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,4907,70
2,3,LT,17266,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4908,69
2,3,LT,17267,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4909,75
2,3,LT,17268,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,4910,67
2,3,LT,17268,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,4911,75
3,3,LT,17269,1,2,2,8,,8,1,4,3,,00,,LT,88,LT,8,4912,66
2,3,LT,17270,4,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4913,73
3,1,LT,17274,1,1,2,3,,1,1,2,3,,LT,,LT,7,LT,8,4914,39
3,1,LT,17275,2,1,2,3,,1,1,2,1,,LT,3,LT,1,LT,8,4915,40
3,1,LT,17275,3,2,2,3,,1,2,2,1,,LT,2,LT,5,LT,8,4916,40
8,8,88,17275,4,1,8,8,2,8,3,1,8,3,88,,88,88,88,8,4917,13
2,3,LT,17282,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,4918,69
2,3,LT,17282,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4919,66
3,3,LT,17286,1,1,2,8,,8,1,2,1,,LT,3,LT,88,LT,8,4920,76
3,3,LT,17286,3,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4921,77
3,1,LT,17287,2,2,1,3,,2,1,4,3,,LT,,LT,1,LT,3,4922,50
8,8,88,17287,3,2,8,8,,8,3,1,8,2,88,,88,88,88,8,4923,12
2,3,LT,17294,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,4924,69
1,3,00,17294,2,1,2,8,,8,2,2,1,,00,1,00,88,LT,8,4925,74
2,1,LT,17295,1,2,2,2,,8,1,1,3,3,LT,,LT,5,LT,8,4926,46
2,3,LT,17295,3,2,2,8,,8,4,4,3,,LT,,LT,88,LT,8,4927,73
2,1,LT,17300,1,2,2,3,,1,1,3,3,,LT,,LT,2,LT,8,4928,61
2,1,LT,17301,1,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,4929,56
2,1,LT,17301,2,1,2,3,,1,1,2,1,,LT,1,LT,,LT,8,4930,58
2,1,LT,17301,4,2,2,3,2,1,3,1,3,1,LT,,LT,8,LT,8,4931,31
2,3,LT,17302,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,4932,78
2,3,LT,17303,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,4933,76
2,3,LT,17303,2,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,4934,77
2,4,LT,17305,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,4935,52
2,1,LT,17305,2,2,2,3,,1,1,2,1,,LT,1,LT,5,LT,8,4936,58
2,3,LT,17306,1,1,2,8,,8,1,4,2,,LT,2,LT,88,LT,8,4937,73
3,3,LT,17306,2,2,2,8,,8,2,1,2,,LT,1,LT,88,LT,8,4938,54
3,3,LT,17307,1,1,2,8,,8,2,2,1,,LT,6,LT,88,LT,8,4939,61
3,1,LT,17307,6,2,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,4940,57
3,1,LT,17308,1,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,4941,44
3,1,LT,17308,2,1,2,2,,8,1,2,1,,LT,1,LT,2,LT,8,4942,45
1,5,LT,17308,3,2,1,8,2,8,3,1,3,1,LT,,LT,88,LT,1,4943,16
2,3,LT,17309,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,4944,68
2,3,LT,17309,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,4945,68
2,3,LT,17313,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4946,83
2,1,LT,17314,1,2,2,2,2,8,3,1,3,3,LT,,LT,3,LT,8,4947,35
2,1,LT,17314,2,1,2,3,,1,1,2,1,,LT,3,LT,8,LT,8,4948,58
2,4,LT,17314,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,4949,62
2,1,LT,17317,1,2,2,3,,1,1,1,3,,LT,,LT,7,LT,8,4950,57
2,3,LT,17320,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4951,71
2,1,LT,17322,2,1,2,3,,1,1,4,3,,LT,,LT,8,LT,8,4952,30
1,3,LT,17323,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4953,80
3,2,LT,17326,1,2,2,8,,8,2,1,2,,LT,6,LT,88,LT,8,4954,44
8,8,88,17326,3,1,8,8,6,8,3,1,8,1,88,,88,88,88,8,4955,14
8,8,88,17326,4,1,8,8,6,8,3,1,8,1,88,,88,88,88,8,4956,13
2,1,LT,17326,6,1,2,1,,8,1,2,2,,LT,1,LT,1,LT,8,4957,50
2,3,LT,17330,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,4958,70
3,3,LT,17330,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4959,70
2,1,LT,17332,1,2,2,3,5,1,1,2,1,,LT,2,LT,7,LT,8,4960,52
2,1,LT,17332,2,1,2,3,,1,2,2,1,,LT,1,LT,5,LT,8,4961,57
1,3,LT,17332,5,1,2,8,,8,4,4,3,,LT,,LT,88,LT,8,4962,79
3,1,LT,17335,1,2,2,3,,1,2,2,1,,LT,6,LT,2,LT,8,4963,30
8,8,88,17335,5,2,8,8,6,8,3,1,8,1,88,,88,88,88,8,4964,7
2,1,LT,17335,6,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,4965,35
8,8,88,17335,7,2,8,8,6,8,3,1,8,1,88,,88,88,88,8,4966,0
2,3,00,17338,2,1,2,8,,8,1,4,3,,LT,,00,88,LT,8,4967,78
2,1,LT,17340,1,2,2,3,,1,1,1,3,,LT,,LT,5,LT,8,4968,44
2,2,LT,17340,2,1,2,8,,8,3,1,3,1,LT,,LT,88,LT,8,4969,21
3,1,LT,17345,1,2,2,3,,1,1,1,3,,LT,,LT,2,LT,8,4970,52
2,3,00,17348,1,1,2,8,,8,1,2,1,,00,2,00,88,LT,8,4971,74
2,3,00,17348,2,2,2,8,,8,2,2,1,,00,1,00,88,LT,8,4972,64
2,1,LT,17351,2,2,2,3,,1,1,1,3,,LT,,LT,5,LT,8,4973,55
2,3,LT,17352,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,4974,74
3,3,LT,17352,2,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,4975,72
3,1,00,17357,1,2,2,3,,2,1,4,2,,LT,2,LT,1,LT,8,4976,39
3,1,LT,17357,2,1,1,3,,1,2,4,2,,LT,1,LT,1,LT,3,4977,37
1,5,LT,17357,3,2,1,8,2,8,3,1,3,1,LT,,LT,88,LT,2,4978,17
8,8,88,17357,4,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,4979,10
2,1,LT,17361,1,2,2,3,,1,1,2,1,,LT,2,LT,7,LT,8,4980,54
2,1,LT,17361,2,1,2,3,,1,2,2,1,,LT,1,LT,,LT,8,4981,56
2,3,LT,17363,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,4982,78
2,3,LT,17363,2,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,4983,75
1,3,LT,17364,1,2,2,8,,8,1,2,3,,LT,,LT,88,LT,8,4984,71
2,3,LT,17367,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4985,76
3,1,LT,17369,1,1,2,3,,1,1,1,3,,LT,,LT,2,LT,8,4986,39
1,3,LT,17372,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4987,75
2,1,LT,17373,1,2,2,3,,1,1,3,3,,00,,00,7,LT,8,4988,61
2,1,00,17373,2,1,2,3,,1,3,1,3,1,LT,,LT,8,LT,8,4989,39
2,2,LT,17377,1,2,2,8,,8,1,4,3,,LT,,00,88,LT,8,4990,58
2,3,LT,17378,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4991,75
2,3,LT,17379,1,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,4992,73
2,1,LT,17381,1,2,2,3,,1,1,2,1,,LT,2,00,5,LT,8,4993,60
2,3,LT,17381,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,4994,65
2,1,LT,17382,1,2,2,3,,1,1,2,1,,00,2,LT,,LT,8,4995,64
2,1,LT,17382,2,1,2,3,,1,2,2,1,,00,1,LT,,LT,8,4996,70
2,1,LT,17387,1,1,2,3,,1,1,2,1,,LT,2,LT,,LT,8,4997,38
2,1,LT,17387,2,2,2,3,,1,2,2,1,,LT,1,LT,7,LT,8,4998,38
2,3,LT,17388,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,4999,71
1,3,LT,17390,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,5000,79
2,2,LT,17392,1,2,2,8,,8,3,1,3,2,LT,,00,88,LT,8,5001,22
2,2,LT,17392,2,2,2,8,,8,1,4,3,,LT,,00,88,LT,8,5002,47
3,3,LT,17395,1,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,5003,69
3,3,LT,17397,1,1,2,8,,8,1,2,1,,LT,2,99,88,LT,8,5004,75
3,3,LT,17397,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5005,77
3,3,LT,17398,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5006,77
3,1,LT,17398,2,2,2,3,,1,1,2,1,,LT,1,LT,1,LT,8,5007,72
2,2,LT,17402,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5008,62
3,1,LT,17402,2,2,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,5009,66
2,2,LT,17414,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,5010,57
2,4,LT,17414,2,1,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,5011,63
3,1,LT,17416,1,2,2,3,,1,1,4,3,,LT,,LT,7,LT,8,5012,40
8,8,88,17416,2,2,8,8,,8,3,1,8,1,88,,88,88,88,8,5013,13
3,1,LT,17420,1,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,5014,41
3,1,LT,17420,2,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,5015,55
1,5,LT,17420,3,1,1,8,2,8,3,1,3,1,LT,,LT,88,LT,1,5016,15
8,8,88,17420,4,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,5017,9
2,3,LT,17421,1,2,2,8,,8,1,4,3,,LT,,99,88,LT,8,5018,77
3,1,LT,17427,1,2,2,3,,1,1,1,3,,LT,,LT,5,LT,8,5019,46
3,5,LT,17433,1,2,1,8,,8,2,2,1,,LT,2,LT,88,LT,2,5020,27
3,1,LT,17433,2,1,2,3,,1,1,2,1,,LT,1,LT,3,LT,8,5021,26
8,8,88,17433,3,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,5022,1
8,8,88,17433,4,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,5023,0
3,1,LT,17435,1,2,2,3,,1,1,4,3,,LT,,LT,8,LT,8,5024,60
2,1,00,17436,1,2,2,3,,1,1,4,3,,LT,,LT,5,LT,8,5025,52
1,5,LT,17436,6,2,1,8,,8,3,1,3,1,LT,,LT,88,LT,2,5026,17
2,1,LT,17437,1,2,2,3,,1,1,4,3,,LT,,LT,,LT,8,5027,67
3,1,LT,17443,1,2,2,3,,1,1,3,3,,LT,,LT,2,LT,8,5028,36
2,3,LT,17444,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,5029,73
1,3,LT,17444,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,5030,79
3,1,LT,17447,1,1,2,3,,1,1,2,1,,LT,2,LT,1,LT,8,5031,50
